Referral URL	Sessions
http://guides.library.cornell.edu/content.php?pid=259276&sid=2163152	1
http://www.bing.com/images/search?q=music&view=detail&id=3C5CED723D4270321CB5CF98A5288BAA2D96A719&first=0&FORM=IDFRIR&adlt=strict	1
http://guides.library.cornell.edu/whitewoman	1
http://guides.library.cornell.edu/bookreviews	1
http://www.google.com/url?sa=t&rct=j&q=mauricio%20pezo&source=web&cd=9&ved=0CFAQFjAI&url=http%3A%2F%2Fguides.library.cornell.edu%2Fcontent.php%3Fpid%3D29534%26sid%3D274984&ei=O-c1T_nWJ82WiQfzwoj4AQ&usg=AFQjCNHFEW8wdUq1ctHJAHouZ96QtPxSEg&cad=rja	1
http://www.maknyoss.com/	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&sqi=2&ved=0CDIQFjAC&url=http%3A%2F%2Fguides.library.cornell.edu%2Ffgss&ei=jz9OT-36Keb50gHh89nJAg&usg=AFQjCNEjiJ9yrN1SrbNnmg4NMmaTQIXDeg	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CC4QFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2FNS1150&ei=Dl63TsqeJoPi0QGCxdnSBw&usg=AFQjCNGwboA9NpuXYru4mYl_hKs0vEfbtQ&sig2=7S1TXcuJ2jVl7IG7Zf48aQ	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CB4QFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Fprofile.php%3Fuid%3D1082&ei=dZnuTrGjAsba0QGSwrmuCQ&usg=AFQjCNHQvVL_gvODiG1QQcWsaRiVQb9K9A&sig2=2dZfZEkj8vCuvH4YCL73Dg	1
http://www.google.com/url?sa=t&rct=j&q=google%20map%20cornell%20university&source=web&cd=4&ved=0CD0QFjAD&url=http%3A%2F%2Fguides.library.cornell.edu%2Fgooglemaps&ei=g2TmTpahMdTJsQKbnO2ZBg&usg=AFQjCNHZsr--1D3Ryk7oyoyxF6KoWfRMmA	1
http://www.uggsonsale2you.com/	1
http://www.google.com/url?sa=t&rct=j&q=nutrition%20controversies%202011&source=web&cd=14&ved=0CDIQFjADOAo&url=http%3A%2F%2Fguides.library.cornell.edu%2FNS1150&ei=FwfxTrqwGanRiALlv5CrDg&usg=AFQjCNGwboA9NpuXYru4mYl_hKs0vEfbtQ	1
http://www.facebook.com/l.php?u=http%3A%2F%2Fguides.library.cornell.edu%2Folingrad&h=hAQFRv_vyAQHryI125JcwRqeOu_zX9uStmfmnKhF3y-PsrA&enc=AZN26pJ5MnE0iFI3Kf9zWUXMRR0SI2W7TBgKoEvtZjxZQA_TdKINtcN2nLE1pcv_5pqSgGSg-K5YmAjIH3xhCv49	1
http://www.funnyfacebookstatus.biz/	1
http://www.google.com/url?sa=t&rct=j&q=cornell%20marketing%20plan&source=web&cd=1&ved=0CBwQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2FAEM2410&ei=-0rdTpbXKpDLswbmodjRBA&usg=AFQjCNGGJQD3pttDabiTn5mdjQWOouD3CA	1
http://www.google.ca/url?sa=t&rct=j&q=controversial%20nutrition%2B%20literature%20review&source=web&cd=13&ved=0CC8QFjACOAo&url=http%3A%2F%2Fguides.library.cornell.edu%2FNS1150&ei=k5k0T5XGMqLt0gG1ru2YAg&usg=AFQjCNGwboA9NpuXYru4mYl_hKs0vEfbtQ	1
http://www.google.com/imgres?q=clio+muse&hl=en&client=safari&sa=X&rls=en&biw=1135&bih=611&tbm=isch&prmd=imvns&tbnid=FDXX53v64eVYzM:&imgrefurl=http://guides.library.cornell.edu/histhonors&docid=qWiV-9icmsV_yM&imgurl=http://www.library.cornell.edu/olinuris/ref/clio.jpg&w=156&h=239&ei=j_PHTpi2Cank0QHXrv0K&zoom=1&iact=hc&vpx=455&vpy=308&dur=1576&hovh=191&hovw=124&tx=99&ty=177&sig=113811407224126744930&page=1&tbnh=125&tbnw=82&start=0&ndsp=29&ved=1t:429,r:23,s:0	1
http://www.google.co.jp/url?sa=t&rct=j&q=patent%20text%20download&source=web&cd=19&ved=0CFQQFjAIOAo&url=http%3A%2F%2Fguides.library.cornell.edu%2Fpatents&ei=tIsFT6-6Lo20iQeYxtSKAQ&usg=AFQjCNG9ONlHKYsYWy3p2fas7NFhnkpTYQ	1
http://www.google.com/url?sa=t&rct=j&q=university%20of%20cornell%20nobel%20prize&source=web&cd=3&ved=0CCsQFjAC&url=http%3A%2F%2Fguides.library.cornell.edu%2Fnobelprize&ei=5PkET4TFN4qUtwf028zQBg&usg=AFQjCNHQMeYfrTByvcwr4pCuOngOc943mQ	1
http://www.cornell.edu/search/index.cfm?q=eric+acree&output=xml_no_dtd&client=google-csbe&cx=012404574275687773960%3Axo00k3nliga	1
http://www.google.com/url?sa=t&rct=j&q=ilrob%205790%20-%20negotiation%20and%20conflict%20resolution&source=web&cd=1&ved=0CDkQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2FILROB5790&ei=gdy0TtbNG-nu0gHh7KXRBw&usg=AFQjCNFZj9kYNykO-JpRf0QdbI0xJL72xA&sig2=GnYQVG682KO1HbH6xAZZsQ	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCgQFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2Ffgss2010&ei=hnIST572POXx0gGDw8WBAw&usg=AFQjCNHWnMrN2XvTd581DcABJ7ZtFzd3-g&sig2=-i_zab9OMSzF9v9KXRd3vA	1
http://www.google.com/search?q=history+of+on-line+newspaper&rls=com.microsoft:en-us&ie=UTF-8&oe=UTF-8&startIndex=&startPage=1	1
http://www.google.com/imgres?um=1&hl=en&sa=N&biw=1366&bih=643&tbm=isch&tbnid=hkCPWmpAwMqikM:&imgrefurl=http://guides.library.cornell.edu/medieval&docid=mM6-35wxLXSWVM&imgurl=http://www.library.cornell.edu/olinuris/ref/Uris-Entrance2.jpg&w=355&h=495&ei=JodGT4GXEYTs0gHhofnwDQ&zoom=1&iact=hc&vpx=297&vpy=267&dur=10424&hovh=265&hovw=190&tx=85&ty=161&sig=116476309270849257496&page=1&tbnh=137&tbnw=109&start=0&ndsp=21&ved=1t:429,r:8,s:0	1
http://www.google.com/search?q=intro+to+synthetic+bio+and+sustems+cornell&ie=UTF-8&oe=UTF-8&hl=en&client=safari	1
http://www.google.com/url?sa=t&rct=j&q=cornell%20library%20libguide&source=web&cd=1&ved=0CB0QFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Faboutlibguides&ei=HtfgTt-mG6rV0QHq-MidBw&usg=AFQjCNFs5AaksGr1HTgjxYWYY2jNu0Y-NQ	1
http://guides.library.cornell.edu/content.php?pid=132792&sid=1140451	1
http://guides.library.cornell.edu/aecontent.php?pid=248732	1
http://guides.library.cornell.edu/content.php?pid=123264&sid=1059312	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=4&ved=0CDQQFjAD&url=http%3A%2F%2Fguides.library.cornell.edu%2F3500&ei=Y4HrTuHEOOX10gHi-7XfCQ&usg=AFQjCNHdfKVL4fuKylZi3XOT8NNKiWOt5Q	1
http://www.google.ca/url?sa=t&rct=j&q=cornell%20libguides&source=web&cd=1&ved=0CCMQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Faboutlibguides&ei=IXQoT_yrLdTUiALEzr2SAQ&usg=AFQjCNFs5AaksGr1HTgjxYWYY2jNu0Y-NQ	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=4&ved=0CDYQFjAD&url=http%3A%2F%2Fguides.library.cornell.edu%2Fcitemanage&ei=hSsHT9PFFMbz0gG67ei_Ag&usg=AFQjCNGOZnntEHZp9jEedCfakkOrM1pY_Q&sig2=vBka1TjjYSNyqiGHPj1_zA	1
http://guides.library.cornell.edu/content.php?pid=187133&sid=1573875	1
http://www.google.com/imgres?q=performative+architecture&hl=en&sa=X&biw=1600&bih=799&tbm=isch&prmd=imvnsb&tbnid=MvCat4QGwKvt6M:&imgrefurl=http://guides.library.cornell.edu/content.php%3Fpid%3D23047%26sid%3D172775&docid=fpWvwhraRGaO6M&imgurl=http://materialecology.com/NeriOxman_Architect.jpg&w=500&h=587&ei=OvY3T5_fKYbe0QHH4bDjAg&zoom=1&iact=hc&vpx=846&vpy=429&dur=2045&hovh=151&hovw=129&tx=111&ty=52&sig=108736298865927735272&page=3&tbnh=141&tbnw=120&start=71&ndsp=36&ved=1t:429,r:25,s:71	1
http://www.google.co.uk/url?sa=t&rct=j&q=rousseau%20shelley%20romanticism&source=web&cd=1&ved=0CCMQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Fenglish4920cc&ei=IjRGT8iGJYXG0QWvw-CrDg&usg=AFQjCNGCRdbOlQ3MgjeBaVrOtFPNdRXTVQ&sig2=uJI4sHpPiPDoQu62-5k8XA	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=1&ved=0CB4QFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Fgrants&ei=6N4VT--zDILx0gGJpLykAw&usg=AFQjCNFKFWvdeJWH4n3cO7M-ipE3Y17UeA&sig2=5J_nOw31R2V4W3uYj_JPDA	1
http://guides.library.cornell.edu/aecontent.php?pid=301354&sid=2469695	1
http://www.facebook.com/l.php?u=http%3A%2F%2Fguides.library.cornell.edu%2Fzombies&h=VAQH5D3QnAQE9uj1G-KzjGu4pxJn9RnEv7Vmh0rSYwPjCcQ	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0CDkQFjAC&url=http%3A%2F%2Fguides.library.cornell.edu%2Fcrpthesis&ei=0xQkT4OGHMXh0gG9vaDNCA&usg=AFQjCNGg9R9ihQ_kfS9gS1ywy20hyVm80g	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCMQFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2Fntres4300&ei=agPPTu2tC-jk0QHU44gg&usg=AFQjCNHESqA38PRfxKSw1AJ83pBFVetmdw	1
http://www.google.com/url?sa=t&rct=j&q=bha%20guide%20site%3A.edu&source=web&cd=1&ved=0CCEQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Fbha&ei=trogT-anFoGsgweM7bX1CA&usg=AFQjCNEXTXtxl9OUnEWGQeS0Yv_Hf3BVyA	1
http://www.bing.com/search?q=cornell+university+libguides&src=IE-SearchBox	1
http://www.google.com/url?sa=t&rct=j&q=social%20influence%20and%20persuasion%20cornell&source=web&cd=2&ved=0CC8QFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2FILROB2240&ei=-GPyTvLlEuHt0gHEh52GAg&usg=AFQjCNGEgJzPVZfhAtkO--GPpXWp_rtcHg	1
http://www.google.com/url?sa=t&rct=j&q=cornell%20french%206300&source=web&cd=2&ved=0CCUQFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2Ffren6300&ei=6-IMT4ejNIHw0gHq0bycBg&usg=AFQjCNGpj1ydsdP-r-qRuNm2xPCRJK7fJw&sig2=ZSxUbm8aYrfriYnJXQORQQ	1
http://guides.library.cornell.edu/content.php?pid=143894&sid=1270058	1
http://www.bing.com/images/search?q=music&view=detail&id=F0E4B0832FDB45AD18E55B1ECEF5B174D0759A93&first=0&FORM=IDFRIR	1
http://www.google.com/url?sa=t&rct=j&q=eas%20library%20guide%20cornell&source=web&cd=1&ved=0CB0QFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Feas1420&ei=7LG5TvymCse3twez8_m3Bw&usg=AFQjCNExMTT-YOoMnJMC0qQ58V2AwinpPw&sig2=bsBbMmn6lJsfUld3N3E4oQ	1
http://www.google.com/cse?query=Human%20Resources&cx=017399541683802799304%3A1axhejcyau8&cof=FORID%3A11&as_sitesearch=&ad=n9&num=10&rurl=http%3A%2F%2Fwww.library.cornell.edu%2Fcu_search%3Fquery%3DHuman%2520Resources%26cx%3D017399541683802799304%253A1axhejcyau8%26cof%3DFORID%253A11%26as_sitesearch%3D	1
http://images.search.yahoo.com/images/view;_ylt=A0PDoS9mgOFOu1EAMf6JzbkF;_ylu=X3oDMTBlMTQ4cGxyBHNlYwNzcgRzbGsDaW1n?back=http%3A%2F%2Fimages.search.yahoo.com%2Fsearch%2Fimages%3Fp%3Dmusic%26ei%3Dutf-8%26fr%3Dw3i%26fr2%3Dsfp%26tab%3Dorganic%26ri%3D6&w=1024&h=768&imgurl=2.bp.blogspot.com%2F_h31Zoh4OVwM%2FSxFExuSE7mI%2FAAAAAAAAABQ%2FCTpfVIAdOkA%2Fs1600%2FBob_Marley_wallpaper_picture_image_free_music_Reggae_desktop_wallpaper_1024.jpg&rurl=http%3A%2F%2Fguides.library.cornell.edu%2Fmusic1301&size=95+KB&name=&p=music&oid=77dfd4eacaa274b932776e819e379956&fr2=sfp&fr=w3i&tt=&b=0&ni=112&no=6&tab=organic&ts=&sigr=11bhl6lbg&sigb=12tkhn2rn&sigi=14o06huid&.crumb=sNsRz7b.iNd	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=9&ved=0CGAQFjAI&url=http%3A%2F%2Fguides.library.cornell.edu%2FNS1150&ei=LxgLT7fpN8qqiQLHzuTrAw&usg=AFQjCNGwboA9NpuXYru4mYl_hKs0vEfbtQ&sig2=USWmdqabGI8IS0a4dKbvdw	1
http://www.google.com/url?sa=t&rct=j&q=peter%20hirtle%20email&source=web&cd=2&ved=0CCQQFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2Fprofile.php%3Fuid%3D1688&ei=FmD7TvfrC-XliAKLyfWBCg&usg=AFQjCNGGhV-CMqZyCnrvCnwznNDZD7fiaA	1
http://free-backlinks.org/	1
http://www.google.com/search?hl=en&gl=us&site=images&tbm=isch&sa=X&ei=o1XqTozNBomWiAK_iZ32Aw&ved=0CC8QBSgA&q=fairy+tale+symbols&spell=1&biw=320&bih=480	1
http://www.google.com/search?q=research+methods+in+literature&ie=UTF-8&oe=UTF-8&hl=en&client=safari	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCUQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Fprofile.php%3Fuid%3D43104&ei=sIc6T5XCL6Pt0gGA_ZTUCw&usg=AFQjCNEmTjyg5Fzltv1rJPMpbWWQD2pCUg	1
http://www.cheap-ugg-bootssale.com/	1
http://www.bing.com/images/search?q=songs+image&view=detail&id=FB2B3B3627BBE185D4B6919EB886ECAFE877A7F7&first=0&FORM=O1FD2	1
http://www.google.com/url?sa=t&rct=j&q=pan-african%20freedom%20fighters%20in%20their%20own%20words%20cornell&source=web&cd=1&ved=0CBoQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Fpanafrican&ei=oRq0Tr_rCKjW0QHkmJDLDQ&usg=AFQjCNHZKKJ7bOiWY26oKOIFn3kS9QpiuQ	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=20&ved=0CGwQFjAJOAo&url=http%3A%2F%2Fguides.library.cornell.edu%2Fprofile.php%3Fuid%3D55267&ei=_1tOT_KtBrOH0QHph6nSAg&usg=AFQjCNGvQM5SZKgZtcEac_X1Rjbad5w8jQ&sig2=9KQN7CgPZuHck_cOGZQQfw	1
http://guides.library.cornell.edu/searchtags.php?iid=41&tag=fantasy	1
http://www.google.com.tr/url?sa=t&rct=j&q=geological%20engineering%20libguides&source=web&cd=7&ved=0CFQQFjAG&url=http%3A%2F%2Fguides.library.cornell.edu%2Fgeo&ei=WiYyT6_JK4iBOvnaneoG&usg=AFQjCNFOv6IIw0l6X33Y9QHQM9CMo63qcA	1
http://www.google.co.in/url?sa=t&rct=j&q=hr%40azintegration.com&source=web&cd=3&sqi=2&ved=0CDsQFjAC&url=http%3A%2F%2Fguides.library.cornell.edu%2Fcompanypractices&ei=QZTgTreIDIPNrQe14PSoCw&usg=AFQjCNGEim6DLRmzJd3Y_JqWVzHjT9Ss9A	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CDYQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Falerts&ctbs=cdr%3A1%2Ccd_min%3A1%2F6%2F2011%2Ccd_max%3A1%2F25%2F2012&ei=VU0sT--yIej50gGalI3RAg&usg=AFQjCNGIQVIV3TUBV7bSrLFCuIvfptt2dQ	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=4&ved=0CEgQFjAD&url=http%3A%2F%2Fguides.library.cornell.edu%2Febooks&ei=xgA_T8CKAcO1gweLpJSBCA&usg=AFQjCNFi5EdkzZsKm9U7XlOoye8QRZQVrA&sig2=HdwnNEfTlzdXqqixzbxrDg	1
http://www.google.com/url?sa=t&rct=j&q=tracey%20snyder&source=web&cd=6&ved=0CE0QFjAF&url=http%3A%2F%2Fguides.library.cornell.edu%2Fprofile.php%3Fuid%3D29537&ei=XaEVT6CTM6ne0QGB_Y2zAw&usg=AFQjCNEwEo-am-_FsvOTy9Tvi85ulBBolQ	1
http://www.plurk.com/Robespear	1
http://www.weightlossdietips.com/	1
http://guides.library.cornell.edu/local_food%20EOM	1
http://www.google.de/url?sa=t&rct=j&q=anthropology%20aviation&source=web&cd=6&sqi=2&ved=0CFIQFjAF&url=http%3A%2F%2Fguides.library.cornell.edu%2Fanthr151&ei=rXctT66rPNTU4QTh79XBDg&usg=AFQjCNGNkFTK6BBjAjyk8senE7CHkVveWg&sig2=0txBnC6TOh9Ep9hDj_EEcw	1
http://www.google.com/url?sa=t&rct=j&q=historical%20american%20newspapers&source=web&cd=5&ved=0CFsQFjAE&url=http%3A%2F%2Fguides.library.cornell.edu%2Fnewspapers&ei=TqngTvLTOIXu0gGq-JiRBw&usg=AFQjCNECbIoP5JN1gf7bcnDweTJCz421gQ&sig2=DU_0sLVcmvVIUgGeFCXa1Q	1
http://www.google.com/url?sa=t&rct=j&q=olin%20library%20immersion&source=web&cd=1&ved=0CCAQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Folingrad&ei=HCMYT_vjOrSr0AGIhezRCw&usg=AFQjCNHiFBVeRUx3zgdkT7Ryru5sS3nyVQ&sig2=ESREjmfqkSSsAvXUh9iGAA	1
http://www.facebook.com/l.php?u=http%3A%2F%2Fguides.library.cornell.edu%2Fzombies&h=aAQHx5de_AQEgt6VvwWt0EH0JQHfkQIzKF-NXrDPCYO8geQ	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCkQFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2Faboutlibguides&ei=Jp8MT8jSHsjy0gHMnIzjBQ&usg=AFQjCNFs5AaksGr1HTgjxYWYY2jNu0Y-NQ&sig2=-ESoh5xLoijGbe1Cs4wa3Q	1
http://www.abercrombieandfitchvfrance.com/	1
http://www.google.com/imgres?um=1&hl=en&sa=N&biw=1920&bih=1056&tbm=isch&tbnid=hkCPWmpAwMqikM:&imgrefurl=http://guides.library.cornell.edu/medieval&docid=mM6-35wxLXSWVM&imgurl=http://www.library.cornell.edu/olinuris/ref/Uris-Entrance2.jpg&w=355&h=495&ei=PS_gTsvYI-Hx0gGlpLybDA&zoom=1&iact=rc&dur=254&sig=113175639029334165642&page=1&tbnh=134&tbnw=96&start=0&ndsp=61&ved=1t:429,r:8,s:0&tx=27&ty=66	1
http://www.google.com/url?sa=t&rct=j&q=pam%20library%20guide&source=web&cd=2&ved=0CCIQFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2Fpam2300&ei=wwbTTpHhDary0gGzxrRA&usg=AFQjCNEOvXltX_AXXZb9kFt7Xba2PxhV_Q	1
http://www.google.com/url?sa=t&rct=j&q=where%20do%20i%20get%20financial%20data%20for%20a%20company&source=web&cd=5&ved=0CHwQFjAE&url=http%3A%2F%2Fguides.library.cornell.edu%2Ffinancials&ei=YLPwTvKaCLOpsALC6rG_AQ&usg=AFQjCNEIKOI_RRdZ7N9EF6p-XcqaOsrJbQ	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0CCsQFjAC&url=http%3A%2F%2Fguides.library.cornell.edu%2Fgarbage&ei=4a3ETsG4EMLTgAeGtojrDg&usg=AFQjCNGMiDiMDDM87n4FF1Zm50u4Vj98-w	1
http://uk.images.search.yahoo.com/images/view;_ylt=A0PDodfdnuNOPB0APn1NBQx.;_ylu=X3oDMTBlMTQ4cGxyBHNlYwNzcgRzbGsDaW1n?back=http%3A%2F%2Fuk.images.search.yahoo.com%2Fsearch%2Fimages%3Fp%3Dmusic%26sado%3D1%26n%3D30%26ei%3Dutf-8%26fr2%3Dsg-gac%26b%3D1%26tab%3Dorganic&w=1024&h=768&imgurl=2.bp.blogspot.com%2F_h31Zoh4OVwM%2FSxFExuSE7mI%2FAAAAAAAAABQ%2FCTpfVIAdOkA%2Fs1600%2FBob_Marley_wallpaper_picture_image_free_music_Reggae_desktop_wallpaper_1024.jpg&rurl=http%3A%2F%2Fguides.library.cornell.edu%2Fmusic1301&size=95+KB&name=Music+1301+-+MUSIC+1301%3A+Intro+to+World+Music+I%3A+Africa+and+the+...&p=music&oid=77dfd4eacaa274b932776e819e379956&fr2=sg-gac&fr=&tt=Music+1301+-+MUSIC+1301%3A+Intro+to+World+Music+I%3A+Africa+and+the+...&b=0&ni=28&no=3&tab=organic&ts=&sigr=11bhl6lbg&sigb=1373t04ma&sigi=14o06huid&.crumb=HkxIxu60t4x	1
http://www.bing.com/images/search?q=free+mucise&view=detail&id=FB2B3B3627BBE185D4B6919EB886ECAFE877A7F7&first=0&FORM=IDFRIR	1
http://www.cornell.edu/search/index.cfm?q=Govt+4553&output=xml_no_dtd&client=google-csbe&cx=012404574275687773960%3Axo00k3nliga	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&sqi=2&ved=0CB0QFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Fprofile.php%3Fuid%3D1128&ei=OT0HT7q3JYL20gHEoPDNAg&usg=AFQjCNH9ITndmKeoTznnH5vySlRpM_MdJg&sig2=oVrEh779tmwFcs7BGUgOgA	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&ved=0CCwQFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2Fbiog1105&ei=NUzZTserOujZ0QH897WBDg&usg=AFQjCNH2OoxT72eOIV2lWMBmqMK5MaO9Kw	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=2&sqi=2&ved=0CC4QFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2Fmockbargaining&ei=lDJJT8GJH8X20gHcpICgDg&usg=AFQjCNEpgnu9xCHnoCSy9Cn5jEFd6L3NnQ&sig2=I5ijdvsv2zQP_Ov4eVctxQ	1
http://web.search.cornell.edu/search?output=xml_no_dtd&client=default_frontend&proxystylesheet=default_frontend&q=morris%2Dknower	1
http://www.google.com/url?sa=t&rct=j&q=cornell%20library%20guides&source=web&cd=1&ved=0CBwQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2F&ei=zGvKToOGJ-Xo0QG9hOU0&usg=AFQjCNE1m8VqXBhrB3kZD_6kUL-nRfGBWQ	1
http://www.google.ca/url?sa=t&rct=j&q=anthropology%20cuisine&source=web&cd=3&ved=0CDUQFjAC&url=http%3A%2F%2Fguides.library.cornell.edu%2Fanthr2450&ei=XpEoT-HAMtHTgQfFwLHwBA&usg=AFQjCNHXjSXWWSnnzk1GpvCVFtoFcw_xIQ	1
http://www.google.com.hk/url?sa=t&rct=j&q=cornell+earnest+young&source=web&cd=2&ved=0CDAQFjAB&url=http%3A%2F%2Fguides.library.cornell.edu%2Faccounting&ei=V2s8T9z0O6bh0QGS_LC5Cw&usg=AFQjCNEGtKyqkl72F83FwVzUmaoWMnOWcA	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCMQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Fhiphopbibliography&ei=mdsYT_CcM-L50gG4iP2uCw&usg=AFQjCNEkOtgevCB2a7FMb8NnxFtgkZH6iw&sig2=ripAcGpTv7a8OELWuwCAvQ	1
http://www.google.com/search?hl=en&source=hp&q=historical+newspapers+online&gbv=2&oq=historical+newspapes&aq=1l&aqi=g-l7g-ls1g-l2&aql=&gs_sm=e&gs_upl=1654l5585l0l8237l20l12l0l0l0l0l359l1576l2-2.3l5l0	1
http://www.google.com/url?sa=t&rct=j&q=pragmatics%20of%20leadership%20cornell&source=web&cd=1&ved=0CCUQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2FILROB6203&ei=ERcXT5G9OuGQ0gG20syzDw&usg=AFQjCNE-dnoYEx8HVvi1y4jQQ-MMFF--QA&sig2=b4KENYQSOgT0QmgWQnXzYw	1
http://www.google.com/xhtml?client=ms-opera_mb_no&q=African+social+thought&channel=bh&start=70&sa=N	1
http://www.bing.com/images/search?q=Free+Radio&view=detail&id=FB2B3B3627BBE185D4B6919EB886ECAFE877A7F7&first=0&FORM=O1FD	1
http://guides.library.cornell.edu/standards	1
http://guides.library.cornell.edu/aecontent.php?pid=311775&sid=2555505	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCAQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Faboutlibguides&ei=JHbeTu6sKqX42gW07_yPBQ&usg=AFQjCNFs5AaksGr1HTgjxYWYY2jNu0Y-NQ	1
http://guides.library.cornell.edu/comm2010_tutorial1	1
http://guides.library.cornell.edu/admin_groups.php?action=1&section=2&gid=1877	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCQQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Fengl1158mp&ei=qmE1T__NO-jL0QGC58mhAg&usg=AFQjCNH5bP6OoHfCt_HlSzOGaO8l-DqRbg	1
http://www.google.com/url?sa=t&rct=j&q=guide%20de%20traduction%20litt%C3%A9raire&source=web&cd=1&ved=0CCUQFjAA&url=http%3A%2F%2Fguides.library.cornell.edu%2Ffren3190ab&ei=tTTgTrzvJZC98gPP3sTpBA&usg=AFQjCNF4qI3PHqMpbRxejGLtpiJ9am_2sg	1
http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&ved=0CG0QFjAK&url=http%3A%2F%2Fguides.library.cornell.edu%2Fbloomberg&ei=mdggT_z9DOHJ0AHzsZH5CA&usg=AFQjCNGLEyT8wSLa4Nr3LNT3sbl4caaicg	1
http://images.search.yahoo.com/images/view;_ylt=A0PDoS.ZZ89OuEYAfLaJzbkF;_ylu=X3oDMTBlMTQ4cGxyBHNlYwNzcgRzbGsDaW1n?back=http%3A%2F%2Fimages.search.yahoo.com%2Fsearch%2Fimages%3Fp%3Dmusic%26ei%3Dutf-8%26fr%3Dfreecause%26fr2%3Dsfp%26b%3D1%26tab%3Dorganic&w=1024&h=768&imgurl=2.bp.blogspot.com%2F_h31Zoh4OVwM%2FSxFExuSE7mI%2FAAAAAAAAABQ%2FCTpfVIAdOkA%2Fs1600%2FBob_Marley_wallpaper_picture_image_free_music_Reggae_desktop_wallpaper_1024.jpg&rurl=http%3A%2F%2Fguides.library.cornell.edu%2Fmusic1301&size=95+KB&name=Music+1301+-+MUSIC+1301%3A+Intro+to+World+Music+I%3A+Africa+and+the+...&p=music&oid=77dfd4eacaa274b932776e819e379956&fr2=sfp&fr=freecause&tt=Music+1301+-+MUSIC+1301%3A+Intro+to+World+Music+I%3A+Africa+and+the+...&b=0&ni=21&no=19&tab=organic&ts=&sigr=11bhl6lbg&sigb=1320g6li2&sigi=14o06huid&.crumb=88nQsIaxIlW	1
http://guides.library.cornell.edu/histhonors	1
